full_name,stars,forks,language,created_at,description,url
karelbecerra/sam-x-ray-medical-images-hand-sex-classification,4,1,Jupyter Notebook,2024-12-09T14:57:29Z,Deep learning and segmentation in sex classification from left hand X-ray images in pediatric patients: how zero-shot Segment Anything Model (SAM) can improve medical image analysis,https://github.com/karelbecerra/sam-x-ray-medical-images-hand-sex-classification
dani-capellan/pTB_LungRegionExtractor,4,0,Python,2022-03-15T16:54:53Z,Multi-view deep learning-based solution that extracts lung and mediastinal regions of interest from pediatric CXR images where key TB findings may be present.,https://github.com/dani-capellan/pTB_LungRegionExtractor
bryanoliveira/bone-age-regression,4,1,Python,2020-01-16T23:04:28Z,A Deep Learning approach to solve the bone age regression problem.,https://github.com/bryanoliveira/bone-age-regression
nki-radiology/Frida,3,0,Python,2021-10-22T10:45:12Z,Collection of functions for medical image pre-processing and deep learning,https://github.com/nki-radiology/Frida
dani-capellan/pTBLightNet,3,0,Python,2025-02-13T12:24:19Z,"Official repository for pTBLightNet, a multi-view deep learning framework designed to detect pediatric pulmonary TB by identifying TB-compatible CXRs with consistent radiological findings.",https://github.com/dani-capellan/pTBLightNet
codeperfectplus/Covid19-Xray-image-Detection,3,2,Python,2021-08-06T09:36:13Z,Deep Learning and AI Enthusiasts to contribute to improving COVID-19 detection using just Chest X-rays.,https://github.com/codeperfectplus/Covid19-Xray-image-Detection
habbes/chest-xrays,3,1,Jupyter Notebook,2019-06-11T22:31:43Z,Chest X rays diagnosis using deep learning. Based on CheXpert data: https://stanfordmlgroup.github.io/competitions/chexpert/,https://github.com/habbes/chest-xrays
Ali-hey-0/radiography-xray-classifier,3,0,Jupyter Notebook,2025-08-30T12:05:50Z,"An advanced AI-powered web application for analyzing chest X-ray images to detect COVID-19, Normal, Lung Opacity, and Viral Pneumonia conditions using deep learning and Grad-CAM visualization.",https://github.com/Ali-hey-0/radiography-xray-classifier
rmit-medical-radiations/HFLung-segmentation,3,0,Jupyter Notebook,2023-09-15T07:42:39Z,"Code for our paper ""CT Ventilation Images Produced by a 3D Neural Network Show Improvement Over the Jacobian and HU DIR-Based Methods to Predict Quantised Lung Function"".",https://github.com/rmit-medical-radiations/HFLung-segmentation
ardranirwan28/bone-age-assessment,3,0,Jupyter Notebook,2026-03-21T12:47:42Z,Bone Age Assessment project using deep learning from hand x-rays,https://github.com/ardranirwan28/bone-age-assessment
abdm149/GraduationProject,3,0,Python,2023-05-19T10:25:35Z,This repository contains the code and resources for my graduation project on bone age estimation. The project focuses on developing a deep learning-based system to accurately estimate the skeletal maturity of individuals based on their hand X-ray images.,https://github.com/abdm149/GraduationProject
rajathpi/automatic-report-generator,2,2,Jupyter Notebook,2022-05-31T01:14:09Z,Automatic Medical Report Generation from Radiology Chest X-Ray using Deep learning strategy.,https://github.com/rajathpi/automatic-report-generator
CS-598-Deep-Learning-for-Healthcare/Onprem-Radiology-Anomaly-Classification,2,0,Python,2025-11-13T02:20:50Z,,https://github.com/CS-598-Deep-Learning-for-Healthcare/Onprem-Radiology-Anomaly-Classification
BrahimMaarouf/vixora-radiology,2,0,Jupyter Notebook,2026-03-26T10:59:46Z,"AI system for chest X-ray analysis using deep learning. Classifies images (Normal/Pneumonia), outputs confidence score, and provides Grad-CAM visualization. Built with CNNs and transfer learning (ResNet, VGG, EfficientNet) with a simple web interface for fast, reliable diagnosis support.",https://github.com/BrahimMaarouf/vixora-radiology
Vignesh-Thiagarajan-DS/Clinical-Vision-Deep-Learning-Classifier,2,1,Jupyter Notebook,2025-08-23T22:40:02Z,Using Deep Learning and Computer Vision for automated Pathology Classification in radiology. This PyTorch project applies a CNN with Transfer Learning to showcase proof-of-concept for an AI-assisted diagnostic workflow.,https://github.com/Vignesh-Thiagarajan-DS/Clinical-Vision-Deep-Learning-Classifier
rtharungowda/Covid19-xray-classifier,2,1,Jupyter Notebook,2020-04-21T16:02:35Z,BInary classification of chest radiology  (x-ray) images of potential covid-19 patients through deep learning,https://github.com/rtharungowda/Covid19-xray-classifier
LisongDai/ReportGuidedNet,2,1,Python,2023-09-20T04:18:37Z,A deep learning model for brain lesion detection guided by a knowledge derived from radiology reports,https://github.com/LisongDai/ReportGuidedNet
shahanHasan/Chest-X-ray-Classification,2,0,Jupyter Notebook,2024-12-12T23:05:50Z,"Application of Deep Learning Algorithms alongside Explainable AI (Grad-cam, attention visualization) for the Classification of Infectious Diseases in Chest Radiological images.",https://github.com/shahanHasan/Chest-X-ray-Classification
chestrad/histological_basis,2,0,Python,2022-03-11T03:18:49Z,"Code used for ""Histopathologic basis for a Chest CT Deep Learning Survival Prediction Model in Patients with Lung Adenocarcinoma"", which was submitted to Radiology",https://github.com/chestrad/histological_basis
was-siri-us/Radix.Ai,2,1,Python,2024-03-22T16:39:10Z,"Radix.ai automates report generation by using Deep Learning to detect pulmonary abnormalities in chest X-rays and transformer models to create detailed radiology reports, all within an intuitive web application.",https://github.com/was-siri-us/Radix.Ai
XinRuiZhou0106/CaroNet-Dynamic-2.0,2,0,Python,2025-06-16T10:26:47Z,Codes for European Journal of Radiology (EJR) 2025 paper. Human‒machine interaction based on real-time explainable deep learning for higher accurate grading of carotid stenosis from transverse B-mode scan videos.,https://github.com/XinRuiZhou0106/CaroNet-Dynamic-2.0
Mmat97/RadAlert,2,1,Jupyter Notebook,2025-10-22T19:04:41Z,RadAlert is a first-of-its-kind multimodal deep learning system that integrates radiological imaging data and electronic health record (EHR) features to predict the likelihood of malignancy in breast MRI scans with human-context awareness.,https://github.com/Mmat97/RadAlert
ClownMonster/Covid19_Detection_Using_Xrays,2,3,Python,2020-05-31T01:26:55Z,"Using Pythons Machine Learning And Deep Learning libraries, making an attempt to create a model which can  detect the covid infected patients  from their chest X-ray",https://github.com/ClownMonster/Covid19_Detection_Using_Xrays
arafatfahim/COVID19-Detection-using-ChestXRay,2,0,,2021-10-05T18:32:27Z,Deep Learning Project,https://github.com/arafatfahim/COVID19-Detection-using-ChestXRay
NadiaKhodaei/ChestXRay_Medical_Diagnosis_Deep_Learning,2,0,Jupyter Notebook,2022-09-15T10:05:29Z,Chest x ray medical diagnosis,https://github.com/NadiaKhodaei/ChestXRay_Medical_Diagnosis_Deep_Learning
d33pster/COVID-19-DL-ChestXray,2,0,Python,2023-04-21T23:45:11Z,Deep Learning Based Coronavirus (COVID-19) detection using chest Xrays,https://github.com/d33pster/COVID-19-DL-ChestXray
JVedant/ChestXray-Pneumonia,2,0,Python,2020-11-28T04:32:10Z,webapp based on flask to classify xray's into pneumonia containing or not using Deep Learning,https://github.com/JVedant/ChestXray-Pneumonia
sabya10-4/covid-chest-xray,2,0,Jupyter Notebook,2021-01-05T04:18:03Z,Deep learning model to predict covid from chest x-rays,https://github.com/sabya10-4/covid-chest-xray
yashwardhan-gautam/Chest-Xray-analysis,2,1,Jupyter Notebook,2020-03-05T06:05:17Z,Detecting lung diseases from analysis of chest using deep learning model,https://github.com/yashwardhan-gautam/Chest-Xray-analysis
paul-data-science/Deep-Learning-Covid-CXR,2,0,Jupyter Notebook,2020-11-18T16:11:56Z,NJIT CS677 Deep Learning Project Explainability of Covid Chest Xrays,https://github.com/paul-data-science/Deep-Learning-Covid-CXR
deepakkumar-ml/Chest-Xray-Pneumonia-Detection,2,0,Jupyter Notebook,2026-05-24T09:46:54Z,Deep Learning project for Pneumonia Detection using Chest X-Ray images.,https://github.com/deepakkumar-ml/Chest-Xray-Pneumonia-Detection
IeeeXpert/Chest-Xray-Pulmonary-Tuberculosis-Detection-using-Deep-learning,2,0,,2021-09-22T10:48:25Z,,https://github.com/IeeeXpert/Chest-Xray-Pulmonary-Tuberculosis-Detection-using-Deep-learning
abshubh/Covid-19-Detection-using-Chest-Xray-Images-through-Deep-Learning,2,0,MATLAB,2020-10-19T14:29:23Z,,https://github.com/abshubh/Covid-19-Detection-using-Chest-Xray-Images-through-Deep-Learning
aakashratha1006/Chest-Xray-COVID-Detection-CNN,2,0,Jupyter Notebook,2020-06-04T17:09:54Z,"Detecting COVID-19 in chest xray images(Input) with keras, tensorflow and deep learning - used Convolutional Neural Networks (CNN).",https://github.com/aakashratha1006/Chest-Xray-COVID-Detection-CNN
sa1ah-ai/chest-xray-pneumonia-detector,2,0,Jupyter Notebook,2025-07-12T17:52:36Z,"End-to-end deep learning pipeline for automated pneumonia diagnosis from chest X-ray images. Utilizes EfficientNetB4, data augmentation, and comprehensive evaluation with clear visualizations.",https://github.com/sa1ah-ai/chest-xray-pneumonia-detector
NightKnight-nx2/chest-xray-pneumonia-detection,2,0,Python,2026-04-08T16:29:11Z,"A deep learning image classification project for pneumonia detection from chest X-rays, focusing on class imbalance management, medical metric optimization, and model interpretability using Grad-CAM.",https://github.com/NightKnight-nx2/chest-xray-pneumonia-detection
Daniel-Sensei/chest-xray-multitask-ai,2,0,Jupyter Notebook,2026-02-05T12:51:06Z,"Multi-task Deep Learning framework for Chest X-Ray analysis. Combines CheXNet and custom GPT-2 to perform Image Reconstruction, Binary Classification (Normal/Abnormal), and Automated Medical Report Generation.",https://github.com/Daniel-Sensei/chest-xray-multitask-ai
hitashu/Chest-XRay-Predictions,2,1,Jupyter Notebook,2020-01-25T23:41:08Z,"Pneumonia is a very common disease. It can be either: 1) Bacterial pneumonia 2) Viral Pneumonia 3) Mycoplasma pneumonia and 4) Fungal pneumonia. This dataset consists pneumonia samples belonging to the first two classes. The dataset consists of only very few samples and that too unbalanced. The aim of this kernel is to develop a robust deep learning model from scratch on this limited amount of data. We all know that deep learning models are data hungry but if you know how things work, you can build good models even with a limited amount of data",https://github.com/hitashu/Chest-XRay-Predictions
Sneheshdutta/Pneumonic-Lungs-Detection-Android-App,2,0,Java,2021-07-02T14:59:50Z,An Deep learning Based android app to detect pneumonia from chest Xray,https://github.com/Sneheshdutta/Pneumonic-Lungs-Detection-Android-App
creatorpiyush/ml_chest_xray_covid19,2,0,Jupyter Notebook,2020-07-21T04:03:59Z,"Varshney Y., Anand P., Krishna A., Nagrath P., Jain R. (2021) Detection of COVID-19 by X-rays Using Machine Learning and Deep Learning Models. In: Singh P.K., Wierzchoń S.T., Tanwar S., Ganzha M., Rodrigues J.J.P.C. (eds) Proceedings of Second International Conference on Computing, Communications, and Cyber-Security. Lecture Notes in Networks and Systems, vol 203. Springer, Singapore.",https://github.com/creatorpiyush/ml_chest_xray_covid19
uhbhy/Chest-XRay-Covid-Detection-App,2,0,Python,2024-06-07T07:29:06Z,"Streamlit-based web application for Covid-19 detection from chest X-ray images. The app offers image enhancement features like contrast and brightness adjustment, followed by a diagnosis module utilizing a deep learning model. Users can upload X-ray images for processing and receive real-time diagnosis results.",https://github.com/uhbhy/Chest-XRay-Covid-Detection-App
LaurentVeyssier/Detecting-COVID-19-with-chest-X-Ray-using-PyTorch,2,1,Jupyter Notebook,2020-10-02T13:52:16Z,Deep learning model to classify XRay Scan images between 3 classes and detect COVID19,https://github.com/LaurentVeyssier/Detecting-COVID-19-with-chest-X-Ray-using-PyTorch
Wayne3918/Lung-CT-nodule-segmentation-using-multi-resolution-neural-networks,2,0,Python,2022-06-21T09:08:35Z,,https://github.com/Wayne3918/Lung-CT-nodule-segmentation-using-multi-resolution-neural-networks
SoundaryaDube/surgical-segmentation-app,2,0,Python,2025-08-29T05:59:22Z,Developed an AI-driven diagnostic tool that processes MRI/CT scans using convolutional neural networks (CNNs) to detect tumors and abnormalities with high accuracy.,https://github.com/SoundaryaDube/surgical-segmentation-app
GitHub-TXZ/CaW-Segmentation-and-Detection,2,0,Python,2023-04-08T13:49:20Z,Codes and Tools for manuscript “A Two-Stage Convolutional Neural Network for Segmentation and Detection of Carotid Web on CT Angiography” submitted to Journal of NeuroInterventional Surgery,https://github.com/GitHub-TXZ/CaW-Segmentation-and-Detection
SarielMa/SPIE2023,2,0,Python,2023-01-24T17:45:37Z,Towards Lifting the Trade-off between Accuracy and Adversarial Robustness of Deep Neural Networks with Application on COVID 19 CT Image Classification and Medical Image Segmentation,https://github.com/SarielMa/SPIE2023
OliverAust/Tib-Cort-Seg,2,0,Python,2021-12-21T13:02:51Z,"Documentation and Model of the results presented in the publication ""Tibia Cortical Bone Segmentation in Micro-CT and X-ray Microscopy Data Using a Single Neural Network"" published in Bildverarbeitung für die Medizin (BVM) conference 2022.",https://github.com/OliverAust/Tib-Cort-Seg
Dipannoy/DICOM_GNN,2,0,Python,2021-11-05T10:08:07Z,"Graph Neural Network was applied on DICOM CT scan data set to explore the pixel patterns. We had a CT scan data series of a patient. Each CT slice has been converted to a graph structure where each node of the graph indicates a specific superpixel. The superpixels have been generated with a segmentation algorithm. Then the distances between nodes/superpixels have been calculated. After that, each graph-structured CT slice is trained with a Graph Convolutional Neural Network. After the completion of the training phase, the GNN has been operated over few slices for checking the predicted pixel arrangement of the slice. And the result was quite satisfactory.",https://github.com/Dipannoy/DICOM_GNN
nikshak/Pneumonia-Detection-using-Image-Classification,2,1,Jupyter Notebook,2021-06-06T15:35:22Z,The implementation of clinical-decision support algorithms for medical imaging faces challenges with reliability and interpretability.  We strive to demonstrate the applicability of our Artificial Intelligence system for diagnosis of pediatric pneumonia using chest X-ray images. Goal: Use various neural network deep learning machine learning models to detect pneumonia on pediatric chest X-rays,https://github.com/nikshak/Pneumonia-Detection-using-Image-Classification
afiosman/deep-learning-based-bone-age-estimation,2,0,,2024-03-26T00:59:04Z,Develop a deep learning-based model utilizing a fully connected convolutional neural network (CNN) to predict bone age from left-hand radiographs.,https://github.com/afiosman/deep-learning-based-bone-age-estimation
MRToghyani/RSNA-Bone-Age-Challenge,2,0,Jupyter Notebook,2024-06-09T10:27:24Z,Develop a deep learning model for automated bone age assessment using  hand X-ray images,https://github.com/MRToghyani/RSNA-Bone-Age-Challenge
AshleyAlexJacob/Bone-Age-Prediction-Web-Application-Using-Deep-Learning-,2,0,Python,2022-09-08T07:57:10Z,,https://github.com/AshleyAlexJacob/Bone-Age-Prediction-Web-Application-Using-Deep-Learning-
IBRADAT/Application-of-TW3-Method,2,0,Jupyter Notebook,2022-01-02T23:19:58Z,"Bone Age Assessment using TW3 method, Deep learning and machine learning algorithms",https://github.com/IBRADAT/Application-of-TW3-Method
alishelton/summerdeeplearning,2,0,Python,2017-08-17T04:44:19Z,Deep learning files for training and analyzing deep learning models on hip and spine scans to predict adolescent bone age.,https://github.com/alishelton/summerdeeplearning
PhilippeMoussalli/Deep-learning-pipeline-for-radiology-department-of-UZ-Leuven-Hospital,1,2,Python,2021-02-04T21:31:59Z,Design project for implementing a clinical pipeline to automate the process of delineation of brain tumors,https://github.com/PhilippeMoussalli/Deep-learning-pipeline-for-radiology-department-of-UZ-Leuven-Hospital
gursmeep404/Radiology,1,0,Jupyter Notebook,2025-06-17T07:45:25Z,Fine tuned T5- small model to extract structured labels from radiologist reports. Used to create labelled dataset for deep learning model training by converting unstructured diagnosis text into five key fields.,https://github.com/gursmeep404/Radiology
arvinhm/RadiologyDeepLearning,1,0,Python,2024-06-14T22:31:53Z,,https://github.com/arvinhm/RadiologyDeepLearning
falco-tigris/CS577_DeepLearning_Project,1,0,Jupyter Notebook,2023-10-17T15:25:56Z,Repository for CS577 Deep Learning Project on Radiology Report Generation,https://github.com/falco-tigris/CS577_DeepLearning_Project
harimenshi-et-al/RadiologyAI,1,0,Python,2026-02-03T01:11:10Z,"Deep learning AI classifying chest X-rays into five categories using 100,000+ images. Includes preprocessing, CNN training, and prediction evaluation, highlighting reproducible research, experimental design, and automated identification of common radiologic pathologies.",https://github.com/harimenshi-et-al/RadiologyAI
siavash-trm/Radiology-agentic-system,1,0,Jupyter Notebook,2025-09-05T19:16:52Z,"A multimodal  deep learning framework for glioma 3D segmentation, radiology report generation ,radiogenomic analysis  and treatment plan",https://github.com/siavash-trm/Radiology-agentic-system
nitindw/Radiology_Report_Generation_Using_Transformer,1,0,,2024-08-03T13:27:58Z,A python script transformer model(Deep Learning) based used to generate radiology report for a X-Image.,https://github.com/nitindw/Radiology_Report_Generation_Using_Transformer
MarshalLeeeeee/Lung-nodule-segmentation-and-cancer-prediction-based-on-CT-Image,1,4,Jupyter Notebook,2018-03-19T08:29:06Z,Using neural network to implement lung nodule segmentation and cancer prediction based on CT Image,https://github.com/MarshalLeeeeee/Lung-nodule-segmentation-and-cancer-prediction-based-on-CT-Image
ArthurEglin/Foot-image-segmentation-project_ME-482,1,2,Jupyter Notebook,2023-04-05T16:33:05Z,Train an artificial neural network to perform segmentation of bones in CT scans of the foot in order to reconstruct a volumetric object representing the foot in 3D.,https://github.com/ArthurEglin/Foot-image-segmentation-project_ME-482
Jalalbaim/Multi-Category-Semantic-Segmentation-on-CT-scans-Using-Deep-Neural-Networks,1,0,Jupyter Notebook,2024-11-20T13:21:40Z,Multi-Category-Semantic-Segmentation-on-CT-scans-Using-Deep-Neural-Networks,https://github.com/Jalalbaim/Multi-Category-Semantic-Segmentation-on-CT-scans-Using-Deep-Neural-Networks
Ohlomonchick/COVID-CT-segmentation-system,1,0,JavaScript,2021-08-13T13:31:23Z,A neural network able to segment lung damage,https://github.com/Ohlomonchick/COVID-CT-segmentation-system
imsidharthj/3D_image_segmentation,1,0,Python,2024-09-17T17:29:37Z,3d model uisng v net convolutional neural network algorithams in Medical Image segmentation of abdominal organs from CT scans,https://github.com/imsidharthj/3D_image_segmentation
For-Anonymous-Use/CaWs-Segmentation-and-Detection,1,0,Python,2024-05-04T12:49:12Z,Codes and Tools for manuscript “A Two-Stage Convolutional Neural Network for Segmentation and Detection of Carotid Web on CT Angiography” submitted to Journal of NeuroInterventional Surgery,https://github.com/For-Anonymous-Use/CaWs-Segmentation-and-Detection
vsanker21/Deep-Learning-Based-Vertebrae-and-Tumor-Segmentation-in-CT-Imaging,1,0,Jupyter Notebook,2025-12-31T05:51:13Z,This study presents a deep learning framework for automated vertebrae and tumor segmentation on CT imaging and directly compares the utility of radiomics versus convolutional neural network (CNN) features for metastasis subtype classification.,https://github.com/vsanker21/Deep-Learning-Based-Vertebrae-and-Tumor-Segmentation-in-CT-Imaging
Ibrahimumutdoruk/Stroke_Detection-and-Segmentation-by-Using-CNN-ML,1,0,Python,2025-04-28T20:46:04Z,"In this project, a convolutional neural network (CNN)  and Machine Learning (ML)based on architecture was developed to classify stroke CT images into three categories: non-stroke, hemorrhage, and ischemic.",https://github.com/Ibrahimumutdoruk/Stroke_Detection-and-Segmentation-by-Using-CNN-ML
SaifSaduddin/Medical-Image-Segmentation-using-Unsupervised-CNN,1,0,Jupyter Notebook,2022-07-14T18:54:02Z,"For my Master's thesis project, I am working with two medical image dataset (Brain image data i.e. CT and DynaCT) to firstly, segment them and then find the similarity between them using an unsupervised Convolution Neural Network (CNN) technique.",https://github.com/SaifSaduddin/Medical-Image-Segmentation-using-Unsupervised-CNN
w1a2ng/UD-Net,1,1,,2022-02-22T03:32:51Z,"In recent years, the mortality rate of patients with rectal cancer is increasing. CT rectal examination is of great value in the survival rate of patients with early rectal cancer. Based on this, the project firstly used the CT image of rectal cancer and its corresponding mask image as the research object, and proposed a rectal tumor segmentation model combining U-Net and DenseNet. This model makes full use of the ability of neural network feature learning to effectively extract the rectum. Tumor characteristics information, accurate segmentation of the rectal tumor area, the experimental accuracy reached more than 90%. Furthermore, a rectal tumor classification model based on 3D convolutional neural network is proposed. This model uses the lymph nodes of the rectal tumor region to transfer to the research object, constructs a three-dimensional tensor of the tumor region information, and obtains the classification result of the rectal tumor. The classification accuracy is achieved. 65%.",https://github.com/w1a2ng/UD-Net
nchams/Classifying-Pediatric-Skin-Condtions,1,0,Jupyter Notebook,2019-10-13T22:10:09Z,Classifying Images of Pediatric Skin Conditions with Deep Learning,https://github.com/nchams/Classifying-Pediatric-Skin-Condtions
avielbl/pnx_detector,1,0,,2026-03-26T14:46:57Z,Deep learning model for pneumonia detection from pediatric chest X-ray images,https://github.com/avielbl/pnx_detector
angeanto/Chest-X-Ray-Pneumonia-Detection-with-keras-CNN,1,3,Jupyter Notebook,2018-10-14T07:22:00Z,"The aim of this kernel is to develop a robust deep learning model which classifies whether a chest X- ray image proves pneumonia or not. Finally the network classifies successfully the 87% of the test data. Chest X-ray images (anterior-posterior) were selected from retrospective cohorts of pediatric patients of one to five years old from Guangzhou Women and Children’s Medical Center, Guangzhou. All chest X-ray imaging was performed as part of patients’ routine clinical care.",https://github.com/angeanto/Chest-X-Ray-Pneumonia-Detection-with-keras-CNN
vadimbs/identifying-pneumonia-disease,1,0,Jupyter Notebook,2021-12-03T13:10:20Z,The model was built for prediction pediatric pneumonia on chest X-rays by image-based deep learning,https://github.com/vadimbs/identifying-pneumonia-disease
Tonthanhdat/ML-Pneumonia-Detection,1,0,Jupyter Notebook,2025-09-26T01:49:05Z,Improved Automated Pneumonia Detection Using  Deep Transfer Learning Enhanced with Attention  Mechanisms in Pediatric Chest X-ray Images,https://github.com/Tonthanhdat/ML-Pneumonia-Detection
karthik2369/AI-powered-glaucoma-detection-system-using-deep-learning,1,1,Jupyter Notebook,2025-05-30T03:45:00Z,"Develop a deep learning-based model (MobileNetV2) for detecting pediatric glaucoma from fundus & OCT images.Incorporate transfer learning with pre-trained models (VGG16, ResNet50) to manage limited data. Use image augmentation to enhance generalization and model robustness.Deploy the trained model into a web-based platform for real-time diagnosis.",https://github.com/karthik2369/AI-powered-glaucoma-detection-system-using-deep-learning
beingujjwalraj/Pneumonia-Classification-from-Chest-X-Ray-Images,1,0,Jupyter Notebook,2025-04-26T13:18:25Z,"This project employs deep learning to classify pediatric chest X-ray images as pneumonia or normal using VGG16 and a custom CNN, featuring a Flask web app for user-friendly predictions.",https://github.com/beingujjwalraj/Pneumonia-Classification-from-Chest-X-Ray-Images
xiaohaiwang-web/BoneAge-Prediction-Tool,1,0,Python,2026-04-18T15:05:19Z,基于深度学习的儿童骨龄预测桌面工具 / A deep learning-based desktop tool for pediatric bone age assessment from hand X-ray images.,https://github.com/xiaohaiwang-web/BoneAge-Prediction-Tool
gjoshi22/Medical_MNIST,1,0,Jupyter Notebook,2023-08-19T18:23:48Z,"🧑‍💼 A deep learning model capable of detecting signs of pneumonia in pediatric chest X-Ray images. Utilized the PneumoniaMNIST dataset, achieving a test AUC of 0.9205, thus potentially aiding early diagnosis.",https://github.com/gjoshi22/Medical_MNIST
sheeCancode/leukemia-detection-cnn,1,0,Jupyter Notebook,2025-11-02T20:55:12Z,A deep learning research project using Convolutional Neural Networks (CNNs) to support early detection of Acute Lymphoblastic Leukemia (ALL) in children through automated analysis of blood smear images. Built as part of my research focus in AI/ML for pediatric oncology.,https://github.com/sheeCancode/leukemia-detection-cnn
DineshVangumalli/deep-learning,1,2,Jupyter Notebook,2018-04-09T20:16:12Z,Predicting Bone Age from Radiographs using Deep Learning,https://github.com/DineshVangumalli/deep-learning
pxu4114/bone-age-kaggle,1,0,Python,2018-11-09T17:29:36Z,Predicting the age of the bone using machine learning and deep learning methods,https://github.com/pxu4114/bone-age-kaggle
AmitAK1/Automated-Bone-Age-Estimation-using-Deep-Learning,1,0,Jupyter Notebook,2025-12-16T12:05:39Z,"Deep learning system for automated pediatric bone age estimation from hand X-rays using Xception and transfer learning, achieving R² = 0.9169 and MAE = 9.04 months with low gender bias and Grad-CAM explainability.",https://github.com/AmitAK1/Automated-Bone-Age-Estimation-using-Deep-Learning
itzel-izzy/Bone-age-assessment-,1,0,Jupyter Notebook,2025-09-17T13:51:09Z,"A CNN-based model was developed to predict bone age from medical X-ray images. This deep learning project utilized TensorFlow and Keras, applying techniques like image preprocessing, augmentation, and transfer learning to enhance accuracy and demonstrate the practical application of AI in healthcare.",https://github.com/itzel-izzy/Bone-age-assessment-
pratik-99/Bone-Age-Prediction,1,0,Jupyter Notebook,2021-03-03T06:08:49Z,"This is a software  based solution using deep learning to predict the age of a person below 18 years, using the X-ray image of a hand not requiring any medical expertise",https://github.com/pratik-99/Bone-Age-Prediction
Raghavendra752001/-A-Study-on-Big-Data-Analytics-Pipeline-for-Bone-Age-Prediction-in-Healthcare,1,0,Jupyter Notebook,2025-06-24T06:40:12Z,"🔍 A Study on Big Data Analytics Pipeline for Bone Age Prediction in Healthcare This project explores the use of Big Data tools (Hadoop, Spark, Hive) and deep learning (TensorFlow) to build a scalable pipeline for automated bone age prediction. It demonstrates how AI and analytics can enhance medical diagnostics and decision-making.",https://github.com/Raghavendra752001/-A-Study-on-Big-Data-Analytics-Pipeline-for-Bone-Age-Prediction-in-Healthcare
mdsalimshahed/organ-segmentation,0,0,Jupyter Notebook,2023-02-28T11:14:23Z,Organ segmentation from CT scan images using deep neural networks (U-Net),https://github.com/mdsalimshahed/organ-segmentation
shirlizz/organ-segmentation,0,0,Jupyter Notebook,2021-01-08T18:07:41Z,This is a repository about organ segmentation with CT images using neural networks,https://github.com/shirlizz/organ-segmentation
Muskany03/Brain-CT-image-hemorrhage-segmentation-by-Artificial-Neural-Network,0,0,Jupyter Notebook,2022-04-21T09:56:21Z,,https://github.com/Muskany03/Brain-CT-image-hemorrhage-segmentation-by-Artificial-Neural-Network
MalcolmWigder/CTNN,0,0,Python,2025-07-29T19:16:01Z,"Cloud Tracking Neural Network: complete with segmentation, tracking, and analysis tools.",https://github.com/MalcolmWigder/CTNN
gcburgess/Deep_Learning_Pneumonia_Detection,0,1,Jupyter Notebook,2022-05-06T21:31:29Z,Classifying pneumonia from chest x-ray images in pediatric patients,https://github.com/gcburgess/Deep_Learning_Pneumonia_Detection
redoti/lillung,0,0,HTML,2023-12-19T04:25:54Z,Deep Learning Web Application - Pediatric Pneumonia Image Classification,https://github.com/redoti/lillung
AliAoun/Deep-Learning-Pediatric-Pneumonia-Detection-Classification,0,0,Jupyter Notebook,2026-01-06T09:53:33Z,"Pediatric Pneumonia Detection using Transfer Learning with DenseNet-161. This CNN-based classifier is trained on Kaggle chest X-ray data to distinguish between normal and pneumonia cases. Designed for early pediatric diagnosis, the model leverages deep feature reuse for high-efficiency medical image analysis and improved clinical outcomes.",https://github.com/AliAoun/Deep-Learning-Pediatric-Pneumonia-Detection-Classification
6cats1dog/Pediatric-Pneumonia-Image-Classification-with-Deep-Learning,0,1,Jupyter Notebook,2021-05-10T18:41:07Z,"In this project, x-ray images of pediatric patients are used to identify whether or not they have pneumonia. The dataset comes from Kermany et al. on Mendeley.",https://github.com/6cats1dog/Pediatric-Pneumonia-Image-Classification-with-Deep-Learning
deepanshubaghel/Chromaticity-Aware-Multimodal-Deep-Learning-for-Pediatric-Anemia-Screening,0,0,Python,2026-05-30T14:32:47Z,Experiment code for chromaticity-aware multimodal deep learning-based pediatric anemia screening from conjunctival images.,https://github.com/deepanshubaghel/Chromaticity-Aware-Multimodal-Deep-Learning-for-Pediatric-Anemia-Screening
Akhilmothe/Deep_Learning_Project,0,0,Jupyter Notebook,2024-07-14T13:16:57Z,This project aims to classify pediatric chest X-ray images into two categories: Normal and Pneumonia.,https://github.com/Akhilmothe/Deep_Learning_Project
thenukii/Multimodal-Deep-Learning-for-Pediatric-Pneumonia-Classification,0,0,Jupyter Notebook,2026-04-05T07:26:41Z,"This repository contains the implementation of my Final Year Individual Research Project, which focuses on developing a multimodal deep learning system for pediatric pneumonia classification using chest X-ray images and cough sound recordings.",https://github.com/thenukii/Multimodal-Deep-Learning-for-Pediatric-Pneumonia-Classification
IulianEmilTampu/BTB_DEEP_LEARNING,0,0,Jupyter Notebook,2024-04-09T12:12:48Z,Code for the analysis of the Barntumorbanken dataset for the classification of pediatric brain tumor classification in digital histopathology images.,https://github.com/IulianEmilTampu/BTB_DEEP_LEARNING
jcmej/pneumonia-xray-classification,0,0,Jupyter Notebook,2026-03-01T01:21:47Z,Deep learning-based pneumonia detection using pediatric chest  x-ray images,https://github.com/jcmej/pneumonia-xray-classification
